event_date,event_timestamp,event_name,event_params.0.key,event_params.0.value.int_value,event_params.1.key,event_params.1.value.int_value,event_params.2.key,event_params.2.value.string_value,event_params.3.key,event_params.3.value.string_value,event_params.4.key,event_params.4.value.int_value,event_params.5.key,event_params.5.value.string_value,event_params.6.key,event_params.6.value.int_value,event_bundle_sequence_id,user_pseudo_id,privacy_info.uses_transient_token,user_first_touch_timestamp,user_ltv.revenue,user_ltv.currency,device.category,device.mobile_brand_name,device.mobile_model_name,device.operating_system,device.operating_system_version,device.language,device.is_limited_ad_tracking,device.web_info.browser,device.web_info.browser_version,device.web_info.hostname,geo.continent,geo.country,geo.region,geo.city,geo.sub_continent,geo.metro,traffic_source.name,traffic_source.medium,traffic_source.source,stream_id,platform
20230124,1674565301822811,first_visit,page_title,undefined,ga_session_number,1,page_location,https://dev.shop.hardrock.com/KEYCHAINS/Flame-Guitar-Keychain/0885575749185.html,ga_session_id,undefined,engaged_session_event,1,undefined,undefined,undefined,undefined,502785371,293569649.1674212470,No,1674565301822811,0,USD,desktop,Google,Chrome,Windows,Windows 10,en-us,No,Chrome,108.0.0.0,dev.shop.hardrock.com,Asia,Indonesia,Bali,,Southeast Asia,(not set),(direct),(none),(direct),4251115264,WEB,
20230124,1674565317992278,page_view,ga_session_id,1674565301,engaged_session_event,1,ignore_referrer,true,ga_session_number,undefined,page_title,undefined,page_location,https://dev.shop.hardrock.com/checkout,session_engaged,undefined,518954838,293569649.1674212470,No,1674565301822811,0,USD,desktop,Google,Chrome,Windows,Windows 10,en-us,No,Chrome,108.0.0.0,dev.shop.hardrock.com,Asia,Indonesia,Bali,,Southeast Asia,(not set),(direct),(none),(direct),4251115264,WEB,
20230124,1674565301822811,page_view,page_location,undefined,ga_session_number,1,ga_session_id,undefined,page_title,Flame Guitar Keychain | Online Hard Rock Store,engaged_session_event,1,session_engaged,0,entrances,1,502785371,293569649.1674212470,No,1674565301822811,0,USD,desktop,Google,Chrome,Windows,Windows 10,en-us,No,Chrome,108.0.0.0,dev.shop.hardrock.com,Asia,Indonesia,Bali,,Southeast Asia,(not set),(direct),(none),(direct),4251115264,WEB,
